Visit Key,Customer Key,Resort Key,Visit Start Date,Visit End Date
6760,1996,1,2023-03-17,2023-03-17
6761,1996,1,2023-12-07,2023-12-07
6762,1996,1,2023-05-14,2023-05-14
6763,1996,1,2023-04-07,2023-04-07
6764,1997,3,2023-11-17,2023-11-17
6765,1997,3,2023-09-20,2023-09-20
6766,1997,3,2023-04-08,2023-04-08
6767,1997,3,2023-05-07,2023-05-07
6768,1997,3,2023-08-12,2023-08-12
6769,1997,3,2023-02-24,2023-02-24
6770,1997,3,2023-09-13,2023-09-13
6771,1997,3,2023-07-20,2023-07-20
6772,1997,3,2023-05-24,2023-05-24
6773,1998,2,2023-06-26,2023-06-29
6774,1999,7,2023-04-24,2023-04-29
6775,2000,5,2023-06-01,2023-06-03
6776,2000,5,2023-08-09,2023-08-10
6777,2001,6,2023-06-06,2023-06-08
6778,2001,6,2023-09-21,2023-09-22
6779,2002,4,2023-10-12,2023-10-12
6780,2002,4,2023-10-09,2023-10-09
6781,2002,4,2023-08-27,2023-08-27
6782,2002,4,2023-11-28,2023-11-28
6783,2002,4,2023-01-08,2023-01-08
6784,2002,4,2023-10-14,2023-10-14
6785,2002,4,2023-10-28,2023-10-28
6786,2002,4,2023-07-10,2023-07-10
6787,2002,4,2023-06-07,2023-06-07
6788,2002,4,2023-06-20,2023-06-20
6789,2002,4,2023-02-27,2023-02-27
6790,2002,4,2023-08-13,2023-08-13
6791,2002,4,2023-06-02,2023-06-02
6792,2003,6,2023-08-04,2023-08-04
6793,2003,6,2023-09-17,2023-09-17
6794,2003,6,2023-04-01,2023-04-01
6795,2003,6,2023-01-25,2023-01-25
6796,2003,6,2023-10-26,2023-10-26
6797,2003,6,2023-10-11,2023-10-11
6798,2003,6,2023-05-05,2023-05-05
6799,2003,6,2023-09-17,2023-09-17
6800,2003,6,2023-08-07,2023-08-07
6801,2004,8,2023-07-14,2023-07-16
6802,2004,8,2023-08-19,2023-08-21
6803,2004,8,2023-09-20,2023-09-22
6804,2005,2,2023-07-23,2023-07-28
6805,2006,7,2023-11-01,2023-11-04
6806,2007,4,2023-02-28,2023-03-06
6807,2008,6,2023-04-26,2023-04-28
6808,2008,6,2023-09-09,2023-09-10
6809,2008,6,2023-12-15,2023-12-16
6810,2009,5,2023-06-14,2023-06-16
6811,2009,5,2023-07-24,2023-07-26
6812,2010,3,2023-01-21,2023-01-21
6813,2010,3,2023-06-03,2023-06-03
6814,2010,3,2023-09-24,2023-09-24
6815,2010,3,2023-09-14,2023-09-14
6816,2010,3,2023-01-22,2023-01-22
6817,2010,3,2023-02-13,2023-02-13
6818,2010,3,2023-08-22,2023-08-22
6819,2010,3,2023-05-09,2023-05-09
6820,2010,3,2023-10-24,2023-10-24
6821,2010,3,2023-11-06,2023-11-06
6822,2011,3,2023-07-19,2023-07-21
6823,2011,8,2023-09-11,2023-09-12
6824,2012,4,2023-05-11,2023-05-11
6825,2012,4,2023-01-21,2023-01-21
6826,2012,4,2023-06-26,2023-06-26
6827,2012,4,2023-07-14,2023-07-14
6828,2012,4,2023-12-19,2023-12-19
6829,2013,5,2023-03-27,2023-03-29
6830,2013,5,2023-12-24,2023-12-26
6831,2014,6,2023-03-26,2023-03-26
6832,2014,6,2023-09-14,2023-09-14
6833,2014,6,2023-02-16,2023-02-16
6834,2014,6,2023-12-18,2023-12-18
6835,2014,6,2023-10-06,2023-10-06
6836,2014,6,2023-06-26,2023-06-26
6837,2014,6,2023-08-04,2023-08-04
6838,2014,6,2023-05-02,2023-05-02
6839,2014,6,2023-03-11,2023-03-11
6840,2015,4,2023-09-11,2023-09-14
6841,2016,6,2023-07-24,2023-07-24
6842,2016,6,2023-03-25,2023-03-25
6843,2016,6,2023-07-28,2023-07-28
6844,2016,6,2023-05-17,2023-05-17
6845,2016,6,2023-02-21,2023-02-21
6846,2016,6,2023-07-25,2023-07-25
6847,2016,6,2023-04-17,2023-04-17
6848,2016,6,2023-11-10,2023-11-10
6849,2016,6,2023-10-08,2023-10-08
6850,2016,6,2023-12-14,2023-12-14
6851,2016,6,2023-09-28,2023-09-28
6852,2016,6,2023-01-22,2023-01-22
6853,2017,1,2023-12-27,2023-12-28
6854,2017,1,2023-02-01,2023-02-03
6855,2017,1,2023-02-28,2023-03-02
6856,2018,3,2023-10-13,2023-10-17
6857,2019,3,2023-10-21,2023-10-26
6858,2020,2,2023-01-25,2023-01-25
6859,2020,2,2023-05-21,2023-05-21
6860,2020,2,2023-09-28,2023-09-28
6861,2020,2,2023-06-05,2023-06-05
6862,2020,2,2023-12-16,2023-12-16
6863,2020,2,2023-08-12,2023-08-12
6864,2020,2,2023-09-13,2023-09-13
6865,2020,2,2023-08-02,2023-08-02
6866,2021,2,2023-07-05,2023-07-09
6867,2022,4,2023-05-22,2023-05-23
6868,2022,4,2023-05-07,2023-05-09
6869,2023,3,2023-10-13,2023-10-18
6870,2024,7,2023-11-05,2023-11-06
6871,2024,7,2023-04-08,2023-04-09
6872,2025,6,2023-08-22,2023-08-22
6873,2025,6,2023-07-03,2023-07-03
6874,2025,6,2023-08-23,2023-08-23
6875,2025,6,2023-12-02,2023-12-02
6876,2025,6,2023-08-08,2023-08-08
6877,2025,6,2023-02-15,2023-02-15
6878,2025,6,2023-05-09,2023-05-09
6879,2025,6,2023-06-15,2023-06-15
6880,2025,6,2023-08-14,2023-08-14
6881,2025,6,2023-03-22,2023-03-22
6882,2026,7,2023-04-13,2023-04-19
6883,2027,3,2023-06-20,2023-06-22
6884,2027,4,2023-05-22,2023-05-23
6885,2027,7,2023-05-21,2023-05-23
6886,2028,4,2023-05-27,2023-05-27
6887,2028,4,2023-09-23,2023-09-23
6888,2028,4,2023-06-05,2023-06-05
6889,2028,4,2023-10-12,2023-10-12
6890,2028,4,2023-04-15,2023-04-15
6891,2028,4,2023-12-15,2023-12-15
6892,2028,4,2023-05-27,2023-05-27
6893,2028,4,2023-01-25,2023-01-25
6894,2029,6,2023-09-16,2023-09-18
6895,2029,6,2023-05-01,2023-05-03
6896,2030,8,2023-03-01,2023-03-01
6897,2030,8,2023-08-14,2023-08-14
6898,2030,8,2023-08-12,2023-08-12
6899,2030,8,2023-02-10,2023-02-10
6900,2030,8,2023-10-15,2023-10-15
6901,2030,8,2023-06-07,2023-06-07
6902,2030,8,2023-05-03,2023-05-03
6903,2030,8,2023-02-11,2023-02-11
6904,2030,8,2023-08-25,2023-08-25
6905,2031,1,2023-12-02,2023-12-03
6906,2031,1,2023-10-28,2023-10-29
6907,2032,7,2023-06-13,2023-06-18
6908,2033,3,2023-06-21,2023-06-22
6909,2033,5,2023-11-14,2023-11-15
6910,2033,8,2023-06-08,2023-06-10
6911,2034,4,2023-11-25,2023-11-26
6912,2034,1,2023-01-28,2023-01-29
6913,2034,6,2023-01-09,2023-01-10
6914,2035,2,2023-10-24,2023-10-30
6915,2036,6,2023-12-08,2023-12-11
6916,2037,5,2023-11-12,2023-11-17
6917,2038,8,2023-06-17,2023-06-18
6918,2038,1,2023-04-24,2023-04-25
6919,2038,1,2023-08-26,2023-08-28
6920,2039,5,2023-07-14,2023-07-14
6921,2039,5,2023-02-10,2023-02-10
6922,2039,5,2023-12-10,2023-12-10
6923,2039,5,2023-08-15,2023-08-15
6924,2039,5,2023-07-03,2023-07-03
6925,2039,5,2023-09-21,2023-09-21
6926,2039,5,2023-11-14,2023-11-14
6927,2039,5,2023-09-16,2023-09-16
6928,2039,5,2023-11-01,2023-11-01
6929,2040,7,2023-07-22,2023-07-27
6930,2041,3,2023-06-01,2023-06-02
6931,2041,3,2023-09-21,2023-09-22
6932,2041,5,2023-10-03,2023-10-05
6933,2042,2,2023-12-06,2023-12-06
6934,2042,2,2023-12-08,2023-12-08
6935,2042,2,2023-12-08,2023-12-08
6936,2042,2,2023-01-24,2023-01-24
6937,2042,2,2023-03-19,2023-03-19
6938,2042,2,2023-12-06,2023-12-06
6939,2042,2,2023-08-14,2023-08-14
6940,2042,2,2023-05-28,2023-05-28
6941,2042,2,2023-01-11,2023-01-11
6942,2043,4,2023-10-18,2023-10-23
6943,2044,4,2023-06-03,2023-06-04
6944,2044,4,2023-04-03,2023-04-04
6945,2044,4,2023-09-13,2023-09-14
6946,2045,4,2023-01-10,2023-01-10
6947,2045,4,2023-08-10,2023-08-10
6948,2045,4,2023-08-28,2023-08-28
6949,2045,4,2023-04-07,2023-04-07
6950,2045,4,2023-09-19,2023-09-19
6951,2045,4,2023-02-09,2023-02-09
6952,2045,4,2023-08-24,2023-08-24
6953,2045,4,2023-12-17,2023-12-17
6954,2045,4,2023-06-06,2023-06-06
6955,2045,4,2023-05-15,2023-05-15
6956,2045,4,2023-05-28,2023-05-28
6957,2046,7,2023-03-01,2023-03-01
6958,2046,7,2023-04-11,2023-04-11
6959,2046,7,2023-10-09,2023-10-09
6960,2046,7,2023-05-04,2023-05-04
6961,2046,7,2023-01-24,2023-01-24
6962,2046,7,2023-11-06,2023-11-06
6963,2046,7,2023-12-08,2023-12-08
6964,2046,7,2023-09-16,2023-09-16
6965,2046,7,2023-11-08,2023-11-08
6966,2047,7,2023-07-10,2023-07-15
6967,2048,2,2023-02-07,2023-02-13
6968,2049,6,2023-02-17,2023-02-20
6969,2050,6,2023-06-07,2023-06-08
6970,2050,6,2023-05-14,2023-05-15
6971,2051,8,2023-03-23,2023-03-24
6972,2051,7,2023-02-16,2023-02-18
6973,2051,3,2023-09-20,2023-09-21
6974,2052,6,2023-09-13,2023-09-15
6975,2052,8,2023-06-12,2023-06-13
6976,2052,8,2023-09-27,2023-09-29
6977,2053,2,2023-06-25,2023-06-28
6978,2054,6,2023-04-28,2023-05-02
6979,2055,3,2023-10-03,2023-10-04
6980,2055,3,2023-09-23,2023-09-25
6981,2056,1,2023-07-07,2023-07-08
6982,2056,3,2023-05-05,2023-05-06
6983,2057,4,2023-10-12,2023-10-14
6984,2057,4,2023-10-15,2023-10-16
6985,2058,8,2023-09-11,2023-09-12
6986,2058,8,2023-03-16,2023-03-17
6987,2059,7,2023-02-10,2023-02-14
6988,2060,1,2023-04-03,2023-04-09
6989,2061,6,2023-06-07,2023-06-12
6990,2062,6,2023-04-02,2023-04-05
6991,2063,5,2023-05-10,2023-05-14
6992,2064,7,2023-09-03,2023-09-06
6993,2065,7,2023-06-20,2023-06-23
6994,2066,1,2023-06-11,2023-06-16
6995,2067,3,2023-09-24,2023-09-26
6996,2067,8,2023-03-20,2023-03-22
6997,2067,3,2023-10-04,2023-10-05
6998,2068,2,2023-10-28,2023-11-01
6999,2069,3,2023-11-03,2023-11-05
7000,2069,3,2023-10-24,2023-10-25
7001,2069,3,2023-02-01,2023-02-02
7002,2070,1,2023-12-24,2023-12-25
7003,2070,1,2023-09-21,2023-09-23
7004,2070,7,2023-03-06,2023-03-08
7005,2071,1,2023-07-27,2023-07-28
7006,2071,1,2023-09-05,2023-09-06
7007,2071,1,2023-03-22,2023-03-24
7008,2072,4,2023-11-26,2023-11-26
7009,2072,4,2023-08-12,2023-08-12
7010,2072,4,2023-11-13,2023-11-13
7011,2072,4,2023-03-21,2023-03-21
7012,2072,4,2023-07-27,2023-07-27
7013,2072,4,2023-10-19,2023-10-19
7014,2073,1,2023-09-07,2023-09-13
7015,2074,2,2023-10-08,2023-10-10
7016,2074,2,2023-03-22,2023-03-23
7017,2074,2,2023-11-21,2023-11-22
7018,2075,7,2023-06-16,2023-06-16
7019,2075,7,2023-03-25,2023-03-25
7020,2075,7,2023-03-18,2023-03-18
7021,2075,7,2023-11-15,2023-11-15
7022,2075,7,2023-01-23,2023-01-23
7023,2075,7,2023-04-06,2023-04-06
7024,2075,7,2023-03-01,2023-03-01
7025,2075,7,2023-01-21,2023-01-21
7026,2075,7,2023-11-15,2023-11-15
7027,2075,7,2023-05-18,2023-05-18
7028,2075,7,2023-06-20,2023-06-20
7029,2075,7,2023-08-24,2023-08-24
7030,2075,7,2023-03-09,2023-03-09
7031,2075,7,2023-04-18,2023-04-18
7032,2075,7,2023-08-04,2023-08-04
7033,2076,6,2023-10-12,2023-10-12
7034,2076,6,2023-02-10,2023-02-10
7035,2076,6,2023-06-06,2023-06-06
7036,2076,6,2023-12-26,2023-12-26
7037,2076,6,2023-01-11,2023-01-11
7038,2076,6,2023-11-17,2023-11-17
7039,2076,6,2023-11-01,2023-11-01
7040,2077,7,2023-01-26,2023-01-30
7041,2078,1,2023-09-01,2023-09-07
7042,2079,3,2023-05-01,2023-05-05
7043,2080,4,2023-07-23,2023-07-25
7044,2080,4,2023-10-11,2023-10-13
7045,2080,4,2023-01-23,2023-01-25
7046,2081,8,2023-06-14,2023-06-16
7047,2081,5,2023-07-23,2023-07-24
7048,2082,8,2023-02-13,2023-02-18
7049,2083,8,2023-09-16,2023-09-18
7050,2083,8,2023-09-17,2023-09-19
7051,2083,8,2023-09-15,2023-09-16
7052,2084,2,2023-07-22,2023-07-24
7053,2084,2,2023-01-14,2023-01-16
7054,2084,2,2023-11-05,2023-11-06
7055,2085,7,2023-09-13,2023-09-14
7056,2085,7,2023-01-09,2023-01-10
7057,2086,3,2023-10-09,2023-10-09
7058,2086,3,2023-11-25,2023-11-25
7059,2086,3,2023-08-03,2023-08-03
7060,2086,3,2023-10-20,2023-10-20
7061,2086,3,2023-01-07,2023-01-07
7062,2086,3,2023-09-01,2023-09-01
7063,2086,3,2023-04-11,2023-04-11
7064,2086,3,2023-02-25,2023-02-25
7065,2086,3,2023-12-24,2023-12-24
7066,2086,3,2023-05-28,2023-05-28
7067,2086,3,2023-09-19,2023-09-19
7068,2086,3,2023-06-24,2023-06-24
7069,2087,6,2023-10-23,2023-10-24
7070,2087,6,2023-02-09,2023-02-11
7071,2088,1,2023-06-08,2023-06-14
7072,2089,1,2023-02-24,2023-02-26
7073,2089,1,2023-07-16,2023-07-17
7074,2089,1,2023-04-21,2023-04-22
7075,2090,6,2023-12-08,2023-12-11
7076,2091,6,2023-09-09,2023-09-11
7077,2091,6,2023-09-25,2023-09-27
7078,2092,1,2023-07-27,2023-07-27
7079,2092,1,2023-11-17,2023-11-17
7080,2092,1,2023-12-25,2023-12-25
7081,2092,1,2023-07-27,2023-07-27
7082,2092,1,2023-06-13,2023-06-13
7083,2092,1,2023-12-22,2023-12-22
7084,2092,1,2023-03-19,2023-03-19
7085,2092,1,2023-03-12,2023-03-12
7086,2092,1,2023-11-22,2023-11-22
7087,2092,1,2023-09-22,2023-09-22
7088,2092,1,2023-03-28,2023-03-28
7089,2092,1,2023-03-17,2023-03-17
7090,2092,1,2023-03-23,2023-03-23
7091,2093,5,2023-01-25,2023-01-25
7092,2093,5,2023-02-17,2023-02-17
7093,2093,5,2023-04-05,2023-04-05
7094,2093,5,2023-04-12,2023-04-12
7095,2093,5,2023-04-02,2023-04-02
7096,2093,5,2023-07-17,2023-07-17
7097,2093,5,2023-09-11,2023-09-11
7098,2093,5,2023-07-18,2023-07-18
7099,2093,5,2023-12-10,2023-12-10
7100,2093,5,2023-11-27,2023-11-27
7101,2093,5,2023-07-16,2023-07-16
7102,2093,5,2023-07-21,2023-07-21
7103,2093,5,2023-08-17,2023-08-17
7104,2094,3,2023-09-08,2023-09-10
7105,2094,3,2023-08-09,2023-08-11
7106,2095,5,2023-10-16,2023-10-21
7107,2096,5,2023-04-12,2023-04-17
7108,2097,6,2023-06-22,2023-06-23
7109,2097,6,2023-12-11,2023-12-13
7110,2098,8,2023-05-18,2023-05-22
7111,2099,3,2023-03-14,2023-03-16
7112,2099,5,2023-08-11,2023-08-12
7113,2099,6,2023-02-27,2023-02-28
7114,2100,8,2023-07-09,2023-07-12
7115,2101,4,2023-10-14,2023-10-19
7116,2102,2,2023-06-25,2023-06-30
7117,2103,3,2023-07-10,2023-07-10
7118,2103,3,2023-02-20,2023-02-20
7119,2103,3,2023-07-15,2023-07-15
7120,2103,3,2023-09-20,2023-09-20
7121,2103,3,2023-07-08,2023-07-08
7122,2103,3,2023-12-01,2023-12-01
7123,2103,3,2023-01-19,2023-01-19
7124,2103,3,2023-04-12,2023-04-12
7125,2103,3,2023-12-17,2023-12-17
7126,2103,3,2023-03-02,2023-03-02
7127,2103,3,2023-02-13,2023-02-13
7128,2103,3,2023-04-27,2023-04-27
7129,2103,3,2023-01-03,2023-01-03
7130,2103,3,2023-12-11,2023-12-11
7131,2103,3,2023-10-16,2023-10-16
7132,2104,3,2023-09-09,2023-09-10
7133,2104,3,2023-09-26,2023-09-28
7134,2105,4,2023-11-20,2023-11-24
7135,2106,6,2023-07-18,2023-07-22
7136,2107,1,2023-11-28,2023-11-30
7137,2107,1,2023-09-02,2023-09-04
7138,2108,6,2023-04-07,2023-04-12
7139,2109,4,2023-09-13,2023-09-14
7140,2109,2,2023-07-24,2023-07-25
7141,2109,7,2023-08-04,2023-08-06
7142,2110,2,2023-06-09,2023-06-09
7143,2110,2,2023-05-14,2023-05-14
7144,2110,2,2023-01-12,2023-01-12
7145,2110,2,2023-04-19,2023-04-19
7146,2110,2,2023-03-13,2023-03-13
7147,2110,2,2023-01-20,2023-01-20
7148,2110,2,2023-07-16,2023-07-16
7149,2110,2,2023-05-24,2023-05-24
7150,2110,2,2023-07-21,2023-07-21
7151,2110,2,2023-12-05,2023-12-05
7152,2111,4,2023-10-19,2023-10-20
7153,2111,6,2023-02-04,2023-02-05
7154,2111,7,2023-10-23,2023-10-25
7155,2112,8,2023-11-22,2023-11-24
7156,2112,8,2023-03-26,2023-03-28
7157,2113,8,2023-11-27,2023-11-28
7158,2113,8,2023-11-07,2023-11-08
7159,2113,6,2023-09-08,2023-09-09
7160,2114,2,2023-11-16,2023-11-16
7161,2114,2,2023-08-11,2023-08-11
7162,2114,2,2023-06-18,2023-06-18
7163,2114,2,2023-03-03,2023-03-03
7164,2114,2,2023-03-13,2023-03-13
7165,2115,2,2023-07-09,2023-07-09
7166,2115,2,2023-04-20,2023-04-20
7167,2115,2,2023-06-13,2023-06-13
7168,2115,2,2023-08-21,2023-08-21
7169,2115,2,2023-09-09,2023-09-09
7170,2115,2,2023-05-24,2023-05-24
7171,2115,2,2023-07-01,2023-07-01
7172,2116,4,2023-10-23,2023-10-24
7173,2116,4,2023-10-04,2023-10-06
7174,2116,4,2023-10-17,2023-10-19
7175,2117,1,2023-06-12,2023-06-15
7176,2118,3,2023-05-20,2023-05-21
7177,2118,3,2023-03-11,2023-03-13
7178,2119,3,2023-07-09,2023-07-13
7179,2120,4,2023-07-12,2023-07-13
7180,2120,4,2023-07-25,2023-07-27
7181,2121,1,2023-05-24,2023-05-25
7182,2121,1,2023-10-09,2023-10-11
7183,2121,1,2023-11-26,2023-11-27
7184,2122,4,2023-05-08,2023-05-12
7185,2123,3,2023-11-16,2023-11-22
7186,2124,2,2023-01-27,2023-01-29
7187,2124,2,2023-10-09,2023-10-11
7188,2125,8,2023-01-16,2023-01-16
7189,2125,8,2023-07-23,2023-07-23
7190,2125,8,2023-04-10,2023-04-10
7191,2125,8,2023-02-12,2023-02-12
7192,2125,8,2023-04-12,2023-04-12
7193,2125,8,2023-10-15,2023-10-15
7194,2125,8,2023-08-04,2023-08-04
7195,2125,8,2023-01-22,2023-01-22
7196,2125,8,2023-01-04,2023-01-04
7197,2125,8,2023-02-11,2023-02-11
7198,2125,8,2023-11-09,2023-11-09
7199,2125,8,2023-08-15,2023-08-15
7200,2125,8,2023-04-25,2023-04-25
7201,2125,8,2023-05-20,2023-05-20
7202,2126,4,2023-08-17,2023-08-18
7203,2126,2,2023-06-13,2023-06-14
7204,2126,8,2023-05-04,2023-05-06
7205,2127,6,2023-02-13,2023-02-15
7206,2127,4,2023-09-11,2023-09-13
7207,2128,1,2023-10-22,2023-10-27
7208,2129,5,2023-06-12,2023-06-13
7209,2129,5,2023-09-01,2023-09-02
7210,2129,5,2023-11-24,2023-11-25
7211,2130,7,2023-09-04,2023-09-06
7212,2130,7,2023-11-14,2023-11-16
7213,2130,7,2023-07-02,2023-07-04
7214,2131,4,2023-12-24,2023-12-26
7215,2131,2,2023-11-26,2023-11-27
7216,2132,2,2023-05-01,2023-05-06
7217,2133,8,2023-05-24,2023-05-25
7218,2133,4,2023-08-22,2023-08-24
7219,2133,6,2023-10-16,2023-10-18
7220,2134,2,2023-09-12,2023-09-16
7221,2135,3,2023-01-17,2023-01-22
7222,2136,2,2023-08-10,2023-08-10
7223,2136,2,2023-06-23,2023-06-23
7224,2136,2,2023-07-02,2023-07-02
7225,2136,2,2023-02-15,2023-02-15
7226,2136,2,2023-01-07,2023-01-07
7227,2136,2,2023-10-27,2023-10-27
7228,2136,2,2023-07-04,2023-07-04
7229,2136,2,2023-01-03,2023-01-03
7230,2137,3,2023-11-01,2023-11-07
7231,2138,8,2023-12-02,2023-12-05
7232,2139,7,2023-07-23,2023-07-25
7233,2139,7,2023-10-06,2023-10-08
7234,2139,7,2023-09-11,2023-09-12
7235,2140,3,2023-11-04,2023-11-04
7236,2140,3,2023-07-23,2023-07-23
7237,2140,3,2023-03-04,2023-03-04
7238,2140,3,2023-12-26,2023-12-26
7239,2140,3,2023-06-19,2023-06-19
7240,2140,3,2023-04-22,2023-04-22
7241,2140,3,2023-09-25,2023-09-25
7242,2140,3,2023-10-14,2023-10-14
7243,2140,3,2023-08-13,2023-08-13
7244,2140,3,2023-11-08,2023-11-08
7245,2141,3,2023-09-20,2023-09-21
7246,2141,6,2023-07-02,2023-07-04
7247,2141,3,2023-08-02,2023-08-04
7248,2142,6,2023-02-07,2023-02-08
7249,2142,6,2023-04-26,2023-04-27
7250,2142,6,2023-06-27,2023-06-28
7251,2143,3,2023-04-20,2023-04-20
7252,2143,3,2023-01-03,2023-01-03
7253,2143,3,2023-05-07,2023-05-07
7254,2143,3,2023-01-20,2023-01-20
7255,2143,3,2023-08-28,2023-08-28
7256,2143,3,2023-05-06,2023-05-06
7257,2144,7,2023-10-08,2023-10-14
7258,2145,6,2023-11-08,2023-11-14
7259,2146,4,2023-12-19,2023-12-24
7260,2147,1,2023-08-25,2023-08-25
7261,2147,1,2023-02-23,2023-02-23
7262,2147,1,2023-05-17,2023-05-17
7263,2147,1,2023-01-07,2023-01-07
7264,2147,1,2023-12-25,2023-12-25
7265,2147,1,2023-11-01,2023-11-01
7266,2147,1,2023-11-02,2023-11-02
7267,2147,1,2023-08-22,2023-08-22
7268,2147,1,2023-12-08,2023-12-08
7269,2147,1,2023-06-25,2023-06-25
7270,2147,1,2023-11-14,2023-11-14
7271,2148,8,2023-03-13,2023-03-18
7272,2149,3,2023-06-06,2023-06-09
7273,2150,7,2023-09-13,2023-09-14
7274,2150,2,2023-07-19,2023-07-21
7275,2150,5,2023-02-03,2023-02-05
7276,2151,2,2023-11-06,2023-11-07
7277,2151,3,2023-06-28,2023-06-29
7278,2152,5,2023-09-19,2023-09-21
7279,2152,7,2023-03-27,2023-03-28
7280,2153,7,2023-05-21,2023-05-23
7281,2153,7,2023-11-09,2023-11-11
7282,2153,7,2023-07-12,2023-07-14
7283,2154,1,2023-11-27,2023-12-01
7284,2155,8,2023-02-26,2023-02-28
7285,2155,8,2023-12-18,2023-12-20
7286,2155,8,2023-11-28,2023-11-29
7287,2156,2,2023-03-02,2023-03-03
7288,2156,8,2023-04-18,2023-04-19
7289,2156,6,2023-11-21,2023-11-23
7290,2157,1,2023-02-23,2023-02-23
7291,2157,1,2023-10-07,2023-10-07
7292,2157,1,2023-08-27,2023-08-27
7293,2157,1,2023-12-14,2023-12-14
7294,2157,1,2023-09-10,2023-09-10
7295,2157,1,2023-02-18,2023-02-18
7296,2157,1,2023-05-28,2023-05-28
7297,2157,1,2023-08-03,2023-08-03
7298,2157,1,2023-05-13,2023-05-13
7299,2157,1,2023-11-05,2023-11-05
7300,2157,1,2023-03-01,2023-03-01
7301,2157,1,2023-02-09,2023-02-09
7302,2157,1,2023-11-17,2023-11-17
7303,2158,5,2023-06-09,2023-06-13
7304,2159,6,2023-02-04,2023-02-04
7305,2159,6,2023-03-15,2023-03-15
7306,2159,6,2023-03-18,2023-03-18
7307,2159,6,2023-04-13,2023-04-13
7308,2159,6,2023-01-07,2023-01-07
7309,2160,4,2023-12-19,2023-12-21
7310,2160,4,2023-01-14,2023-01-16
7311,2161,5,2023-09-08,2023-09-14
7312,2162,1,2023-07-21,2023-07-23
7313,2162,1,2023-08-23,2023-08-24
7314,2162,1,2023-02-21,2023-02-23
7315,2163,1,2023-02-16,2023-02-22
7316,2164,2,2023-01-10,2023-01-10
7317,2164,2,2023-09-17,2023-09-17
7318,2164,2,2023-09-13,2023-09-13
7319,2164,2,2023-09-02,2023-09-02
7320,2164,2,2023-11-10,2023-11-10
7321,2164,2,2023-02-17,2023-02-17
7322,2164,2,2023-07-27,2023-07-27
7323,2165,3,2023-04-02,2023-04-02
7324,2165,3,2023-04-27,2023-04-27
7325,2165,3,2023-11-06,2023-11-06
7326,2165,3,2023-07-28,2023-07-28
7327,2165,3,2023-05-21,2023-05-21
7328,2165,3,2023-06-26,2023-06-26
7329,2165,3,2023-07-09,2023-07-09
7330,2165,3,2023-10-14,2023-10-14
7331,2165,3,2023-08-10,2023-08-10
7332,2165,3,2023-02-19,2023-02-19
7333,2165,3,2023-10-03,2023-10-03
7334,2165,3,2023-07-02,2023-07-02
7335,2165,3,2023-06-23,2023-06-23
7336,2165,3,2023-11-25,2023-11-25
7337,2166,7,2023-01-13,2023-01-17
7338,2167,1,2023-10-24,2023-10-29
7339,2168,7,2023-04-10,2023-04-16
7340,2169,2,2023-11-04,2023-11-08
7341,2170,2,2023-02-18,2023-02-24
7342,2171,6,2023-09-19,2023-09-22
7343,2172,2,2023-01-15,2023-01-16
7344,2172,4,2023-05-06,2023-05-08
7345,2173,4,2023-02-20,2023-02-23
7346,2174,2,2023-11-13,2023-11-13
7347,2174,2,2023-12-05,2023-12-05
7348,2174,2,2023-06-06,2023-06-06
7349,2174,2,2023-07-26,2023-07-26
7350,2174,2,2023-01-05,2023-01-05
7351,2174,2,2023-03-04,2023-03-04
7352,2174,2,2023-07-19,2023-07-19
7353,2174,2,2023-12-25,2023-12-25
7354,2175,1,2023-09-23,2023-09-23
7355,2175,1,2023-09-15,2023-09-15
7356,2175,1,2023-06-26,2023-06-26
7357,2175,1,2023-05-17,2023-05-17
7358,2175,1,2023-01-05,2023-01-05
7359,2176,7,2023-09-27,2023-09-28
7360,2176,7,2023-05-07,2023-05-09
7361,2177,4,2023-10-21,2023-10-21
7362,2177,4,2023-02-01,2023-02-01
7363,2177,4,2023-07-12,2023-07-12
7364,2177,4,2023-08-08,2023-08-08
7365,2177,4,2023-06-28,2023-06-28
7366,2177,4,2023-02-16,2023-02-16
7367,2177,4,2023-05-11,2023-05-11
7368,2177,4,2023-05-13,2023-05-13
7369,2177,4,2023-10-07,2023-10-07
7370,2177,4,2023-12-23,2023-12-23
7371,2177,4,2023-06-04,2023-06-04
7372,2177,4,2023-01-06,2023-01-06
7373,2177,4,2023-12-03,2023-12-03
7374,2177,4,2023-05-02,2023-05-02
7375,2177,4,2023-02-05,2023-02-05
7376,2178,8,2023-10-11,2023-10-15
7377,2179,2,2023-11-19,2023-11-24
7378,2180,7,2023-08-03,2023-08-04
7379,2180,4,2023-08-23,2023-08-24
7380,2180,4,2023-01-07,2023-01-09
7381,2181,6,2023-01-19,2023-01-21
7382,2181,6,2023-05-03,2023-05-05
7383,2182,2,2023-02-13,2023-02-15
7384,2182,2,2023-05-18,2023-05-20
7385,2183,3,2023-11-21,2023-11-21
7386,2183,3,2023-09-19,2023-09-19
7387,2183,3,2023-06-07,2023-06-07
7388,2183,3,2023-04-15,2023-04-15
7389,2183,3,2023-07-18,2023-07-18
7390,2183,3,2023-05-04,2023-05-04
7391,2183,3,2023-09-15,2023-09-15
7392,2183,3,2023-07-15,2023-07-15
7393,2184,2,2023-11-14,2023-11-14
