Customer Key,Age,State,RENEWALINSUBSEQUENTSEASON
1494,62,CA,0
1495,51,CA,1
1496,40,MT,0
1497,54,ID,0
1498,28,NM,0
1499,23,NV,0
1500,35,WY,1
1501,38,NM,0
1502,59,CA,1
1503,53,CA,0
1504,58,NM,0
1505,55,MT,0
1506,51,MT,0
1507,34,ID,0
1508,54,MT,1
1509,42,UT,0
1510,55,WY,0
1511,29,NM,0
1512,40,NM,0
1513,59,CO,1
1514,39,CA,0
1515,38,NM,0
1516,44,UT,0
1517,48,NM,0
1518,23,NV,1
1519,44,UT,0
1520,57,ID,0
1521,51,NV,1
1522,29,NV,1
1523,62,NM,1
1524,24,MT,0
1525,27,NM,1
1526,62,UT,0
1527,34,ID,1
1528,43,CA,1
1529,38,WY,0
1530,45,MT,0
1531,63,UT,1
1532,19,CA,0
1533,60,UT,0
1534,18,MT,1
1535,68,CA,1
1536,53,MT,1
1537,68,UT,1
1538,43,NV,0
1539,46,WY,0
1540,38,CO,1
1541,28,WY,1
1542,57,NV,1
1543,28,MT,0
1544,53,WY,0
1545,66,MT,1
1546,56,MT,1
1547,57,CA,0
1548,52,ID,1
1549,51,MT,0
1550,64,WY,1
1551,41,WY,1
1552,39,WY,1
1553,22,NV,1
1554,50,CO,0
1555,53,MT,1
1556,64,NM,1
1557,37,MT,1
1558,36,MT,0
1559,52,NM,1
1560,69,CA,1
1561,60,MT,0
1562,34,NV,1
1563,62,UT,1
1564,60,ID,0
1565,51,WY,0
1566,26,MT,1
1567,43,CA,1
1568,19,NV,1
1569,26,MT,0
1570,26,NM,1
1571,57,CA,0
1572,34,UT,0
1573,18,CO,1
1574,42,MT,0
1575,60,NV,1
1576,57,CA,1
1577,59,NM,0
1578,42,CA,0
1579,56,MT,1
1580,52,CA,0
1581,20,CO,0
1582,67,CA,0
1583,54,WY,1
1584,61,ID,1
1585,61,WY,0
1586,68,ID,1
1587,47,CA,0
1588,55,NM,1
1589,51,NM,1
1590,29,MT,1
1591,36,NM,0
1592,54,ID,0
1593,61,NV,1
1594,66,ID,1
1595,34,WY,1
1596,27,CA,0
1597,66,MT,0
1598,64,UT,1
1599,29,MT,1
1600,33,MT,0
1601,41,MT,1
1602,36,NV,1
1603,25,CO,1
1604,48,WY,0
1605,38,CA,0
1606,34,CO,0
1607,40,UT,0
1608,54,CO,0
1609,33,CA,0
1610,23,WY,1
1611,25,WY,1
1612,42,CA,0
1613,35,UT,1
1614,42,CA,1
1615,29,UT,0
1616,32,UT,1
1617,43,CA,0
1618,58,ID,0
1619,62,WY,0
1620,43,UT,1
1621,64,CA,1
1622,49,NM,0
1623,27,ID,1
1624,33,WY,1
1625,24,UT,0
1626,34,WY,0
1627,40,ID,0
1628,43,WY,0
1629,38,NV,1
1630,39,MT,0
1631,24,NV,0
1632,31,ID,1
1633,32,UT,0
1634,24,CA,1
1635,26,CO,1
1636,68,CA,1
1637,65,WY,1
1638,25,CO,1
1639,67,CO,1
1640,40,WY,0
1641,46,WY,1
1642,35,UT,0
1643,48,ID,0
1644,47,NM,0
1645,69,CA,1
1646,56,ID,1
1647,52,NV,0
1648,35,UT,1
1649,59,UT,0
1650,56,NM,0
1651,34,NV,1
1652,31,CA,0
1653,48,MT,0
1654,41,NV,0
1655,52,CA,0
1656,61,CO,0
1657,62,WY,1
1658,51,UT,1
1659,20,CA,1
1660,54,ID,1
1661,60,NM,1
1662,57,WY,0
1663,43,ID,1
1664,40,WY,0
1665,61,UT,0
1666,56,NV,0
1667,32,MT,1
1668,66,NV,1
1669,21,CA,0
1670,46,NM,1
1671,39,NV,0
1672,42,UT,0
1673,30,NM,1
1674,35,CA,0
1675,50,CO,0
1676,33,NV,0
1677,62,NV,0
1678,59,MT,0
1679,61,CA,1
1680,19,ID,0
1681,52,NV,0
1682,59,UT,0
1683,51,NV,0
1684,47,MT,0
1685,30,CO,0
1686,30,MT,0
1687,35,NV,0
1688,49,NM,1
1689,49,ID,0
1690,52,WY,1
1691,56,NV,0
1692,63,CA,1
1693,69,NV,1
1694,46,ID,1
1695,66,CA,1
1696,46,UT,1
1697,61,NM,0
1698,33,CA,0
1699,61,MT,1
1700,64,CO,1
1701,27,MT,1
1702,47,WY,1
1703,42,CA,1
1704,56,UT,1
1705,37,NV,1
1706,22,NM,1
1707,18,CA,0
1708,47,MT,0
1709,66,CA,0
1710,20,CA,1
1711,62,CA,0
1712,31,UT,1
1713,47,NM,0
1714,67,ID,1
1715,21,ID,0
1716,35,CA,1
1717,54,UT,1
1718,42,UT,1
1719,65,WY,1
1720,18,CA,1
1721,63,MT,1
1722,32,MT,1
1723,26,CO,0
1724,32,NM,0
1725,66,CA,1
1726,41,CO,1
1727,21,MT,0
1728,29,MT,0
1729,54,CA,1
1730,54,CO,1
1731,60,CO,0
1732,23,CA,1
1733,56,NM,0
1734,63,WY,0
1735,41,CO,0
1736,28,WY,1
1737,30,NV,0
1738,51,NM,0
1739,42,MT,1
1740,24,ID,1
1741,69,NM,0
1742,21,WY,0
1743,25,WY,1
1744,37,WY,1
1745,46,UT,1
1746,68,NM,1
1747,62,CO,0
1748,63,CO,0
1749,27,UT,1
1750,60,CO,1
1751,51,UT,1
1752,43,WY,1
1753,58,CA,1
1754,66,NM,1
1755,20,NV,0
1756,23,WY,1
1757,22,NV,0
1758,22,MT,0
1759,64,WY,0
1760,40,ID,1
1761,66,CO,1
1762,26,ID,1
1763,52,CA,1
1764,37,NV,0
1765,66,NM,1
1766,59,WY,1
1767,52,NM,1
1768,67,CA,1
1769,35,CA,0
1770,34,CO,1
1771,41,CA,0
1772,20,WY,1
1773,49,WY,1
1774,52,NM,0
1775,55,NM,0
1776,30,NV,1
1777,64,WY,1
1778,42,ID,0
1779,26,NV,1
1780,21,CO,1
1781,31,NV,1
1782,54,UT,0
1783,51,NM,1
1784,28,ID,1
1785,58,NM,1
1786,20,UT,0
1787,45,UT,1
1788,46,MT,1
1789,26,WY,1
1790,20,CO,1
1791,42,CA,1
1792,51,UT,1
1793,29,NV,0
1794,59,CA,1
1795,26,NV,0
1796,32,NM,0
1797,57,NV,1
1798,42,CA,0
1799,22,CA,0
1800,28,WY,1
1801,51,NV,0
1802,41,CO,1
1803,32,WY,0
1804,55,ID,0
1805,25,MT,1
1806,22,ID,1
1807,65,CO,1
1808,43,WY,1
1809,35,MT,1
1810,23,WY,1
1811,54,CA,1
1812,65,MT,0
1813,30,NM,1
1814,45,NV,0
1815,22,ID,1
1816,30,MT,0
1817,34,NV,0
1818,67,WY,0
1819,57,CO,1
1820,62,MT,1
1821,49,NV,0
1822,46,WY,1
1823,68,WY,0
1824,20,WY,0
1825,57,CO,0
1826,51,CA,1
1827,57,CO,0
1828,44,CO,1
1829,30,NM,1
1830,62,ID,1
1831,50,WY,0
1832,23,NV,1
1833,41,MT,1
1834,36,ID,1
1835,33,WY,0
1836,57,UT,1
1837,45,CO,0
1838,50,UT,1
1839,65,WY,0
1840,58,ID,0
1841,30,NV,1
1842,60,ID,0
1843,62,NM,1
1844,42,NV,1
1845,59,NV,0
1846,53,WY,0
1847,44,CA,0
1848,55,WY,1
1849,24,CO,1
1850,22,ID,1
1851,60,NV,0
1852,62,WY,1
1853,68,WY,1
1854,48,ID,1
1855,40,ID,1
1856,59,NM,0
1857,27,NV,1
1858,49,MT,0
1859,60,NM,1
1860,47,UT,1
1861,56,CO,1
1862,48,CO,0
1863,35,MT,1
1864,53,CA,1
1865,19,NM,1
1866,31,MT,1
1867,30,CA,0
1868,46,CA,1
1869,29,MT,1
1870,56,CO,0
1871,19,UT,1
1872,49,CO,1
1873,30,WY,1
1874,63,CO,0
1875,44,CO,1
1876,66,NM,1
1877,58,MT,0
1878,34,MT,1
1879,57,WY,1
1880,48,WY,0
1881,51,NM,1
1882,41,MT,0
1883,62,CO,1
1884,52,UT,1
1885,65,CA,0
1886,23,ID,0
1887,36,CA,1
1888,47,WY,1
1889,24,WY,0
1890,27,CA,1
1891,58,ID,1
1892,49,CO,1
1893,51,UT,1
1894,45,UT,0
1895,32,CA,0
1896,47,ID,0
1897,54,NM,1
1898,46,WY,1
1899,39,NV,1
1900,21,CO,1
1901,37,NM,1
1902,49,CA,0
1903,53,UT,0
1904,67,WY,1
1905,21,NM,1
1906,44,NM,0
1907,34,MT,1
1908,29,MT,0
1909,39,ID,0
1910,34,ID,1
1911,27,CA,0
1912,18,NM,0
1913,39,NV,1
1914,43,UT,0
1915,35,CA,1
1916,67,NV,1
1917,31,WY,1
1918,64,ID,0
1919,46,MT,1
1920,29,CO,1
1921,53,NM,0
1922,52,WY,0
1923,69,MT,1
1924,29,UT,1
1925,24,UT,1
1926,46,MT,1
1927,28,WY,0
1928,50,MT,1
1929,23,NV,1
1930,64,CA,1
1931,32,ID,1
1932,49,NV,1
1933,68,CO,1
1934,28,MT,0
1935,40,CO,0
1936,43,CO,1
1937,51,NV,0
1938,63,ID,1
1939,51,WY,0
1940,46,UT,1
1941,21,CA,1
1942,34,NM,1
1943,52,UT,0
1944,30,ID,1
1945,58,NM,1
1946,56,UT,0
1947,32,MT,1
1948,46,MT,1
1949,46,NV,1
1950,28,CO,1
1951,69,NM,0
1952,49,ID,0
1953,19,ID,0
1954,64,UT,0
1955,31,NV,0
1956,37,UT,1
1957,39,UT,1
1958,28,ID,1
1959,44,UT,1
1960,20,CO,0
1961,34,UT,1
1962,61,NM,0
1963,45,CO,0
1964,46,ID,1
1965,38,NV,1
1966,64,MT,0
1967,33,NM,0
1968,54,CO,0
1969,37,NV,0
1970,23,NV,1
1971,36,CO,1
1972,22,ID,0
1973,20,CA,1
1974,18,NV,0
1975,55,NV,0
1976,32,ID,0
1977,51,ID,0
1978,52,UT,0
1979,66,ID,0
1980,42,NV,0
1981,41,CO,0
1982,29,CA,0
1983,35,WY,0
1984,32,UT,0
1985,61,WY,1
1986,33,CO,1
1987,44,CA,1
1988,25,CA,1
1989,63,CA,1
1990,42,MT,1
1991,34,CO,0
1992,46,NM,1
1993,25,UT,1
1994,32,UT,0
1995,44,CA,1
1996,63,CO,1
1997,67,MT,0
1998,69,CA,1
1999,24,ID,1
2000,20,NM,1
2001,46,WY,0
2002,61,UT,0
2003,41,WY,0
2004,20,NV,0
2005,37,CA,1
2006,63,ID,1
2007,32,UT,1
2008,42,WY,0
2009,47,NM,0
2010,31,MT,0
2011,24,CO,0
2012,34,UT,1
2013,61,NM,0
2014,37,WY,1
2015,53,CO,1
2016,26,WY,1
2017,55,CO,1
2018,65,MT,1
2019,39,MT,1
2020,19,CA,0
2021,41,CA,1
2022,25,UT,1
2023,28,MT,0
2024,30,ID,1
2025,34,WY,1
2026,25,WY,1
2027,38,WY,1
2028,35,UT,1
2029,47,WY,0
2030,35,NV,1
2031,63,CO,0
2032,64,WY,1
2033,48,NM,1
2034,55,CO,0
2035,49,CA,1
2036,28,WY,1
2037,62,NM,1
2038,42,ID,0
2039,50,NM,1
2040,55,MT,1
2041,58,MT,0
2042,25,CA,0
2043,28,NV,1
2044,39,UT,0
2045,68,UT,1
2046,41,ID,0
2047,58,CA,0
2048,34,CA,1
2049,29,NV,1
2050,63,WY,0
2051,49,UT,1
2052,32,WY,0
2053,33,CA,0
2054,39,WY,1
2055,45,MT,0
2056,37,ID,0
2057,50,UT,0
2058,27,NV,0
2059,57,ID,0
2060,49,CO,1
2061,67,MT,0
2062,50,NV,1
2063,19,NM,1
2064,50,ID,1
2065,50,CA,1
2066,58,CO,1
2067,30,NV,1
2068,47,CA,1
2069,50,MT,1
2070,30,NM,1
2071,69,CO,0
2072,43,UT,0
2073,39,NM,0
2074,56,CA,1
2075,19,ID,0
2076,55,WY,1
2077,56,NV,1
2078,43,CO,1
2079,63,CA,0
2080,67,UT,1
2081,32,WY,0
2082,51,NV,1
2083,59,NV,1
2084,61,CA,0
2085,66,UT,0
2086,57,MT,1
2087,28,WY,0
2088,20,MT,0
2089,23,CO,0
2090,26,CA,0
2091,23,WY,0
2092,26,CO,1
2093,56,NM,1
2094,48,MT,0
2095,49,NM,1
2096,58,NM,1
2097,67,WY,0
2098,29,NV,1
2099,25,CO,0
2100,25,NM,1
2101,67,UT,1
2102,45,ID,1
2103,37,MT,0
2104,64,MT,0
2105,24,UT,0
2106,28,WY,1
2107,37,WY,1
2108,33,WY,1
2109,21,CO,0
2110,23,CA,0
2111,39,NM,1
2112,43,NV,0
2113,20,ID,1
2114,58,CA,0
2115,59,CA,0
2116,31,UT,1
2117,28,CO,0
2118,35,MT,1
2119,29,MT,1
2120,40,UT,1
2121,29,CO,0
2122,30,UT,0
2123,42,MT,0
2124,62,CA,0
2125,68,NV,1
2126,36,NM,1
2127,63,WY,0
2128,53,CO,1
2129,62,NM,0
2130,25,ID,1
2131,46,ID,0
2132,49,CA,0
2133,68,UT,0
2134,61,UT,0
2135,35,MT,1
2136,23,CA,0
2137,35,MT,1
2138,36,MT,0
2139,39,ID,0
2140,54,MT,0
2141,49,NM,0
2142,58,WY,0
2143,20,MT,1
2144,45,ID,1
2145,27,WY,1
2146,68,UT,1
2147,52,CO,1
2148,46,NV,1
2149,32,MT,1
2150,50,NM,0
2151,24,WY,0
2152,29,CO,0
2153,66,ID,1
2154,47,CO,1
2155,38,NV,0
2156,48,NM,0
2157,41,CO,1
2158,37,NM,1
2159,54,WY,0
2160,21,CO,0
2161,45,NM,1
2162,61,CO,1
2163,37,CO,1
2164,41,CA,1
2165,67,MT,0
2166,66,ID,1
2167,68,NV,0
2168,49,ID,1
2169,58,CA,1
2170,53,CA,1
2171,51,WY,1
2172,53,CA,0
2173,19,MT,1
2174,32,CA,0
2175,51,CO,0
2176,53,ID,1
2177,23,UT,1
2178,56,NV,1
2179,59,CA,1
2180,68,ID,1
2181,68,WY,1
2182,29,CA,0
2183,20,MT,1
2184,62,CA,0
2185,35,CA,0
2186,57,NM,1
2187,38,NM,1
2188,32,CA,0
2189,50,WY,0
2190,52,NM,0
2191,43,CA,0
2192,25,NV,1
2193,53,ID,1
2194,65,NM,1
2195,47,NM,1
2196,40,MT,0
2197,59,CA,1
2198,61,CA,0
2199,31,CA,1
2200,31,CA,1
2201,19,NM,1
2202,54,CO,0
2203,22,CO,0
2204,55,UT,0
2205,62,CA,1
2206,58,UT,1
2207,64,NV,1
2208,31,UT,1
2209,56,ID,1
2210,42,CO,0
2211,37,CO,1
2212,19,CA,1
2213,56,NM,0
2214,23,CA,0
2215,34,NV,1
2216,42,MT,1
2217,45,NV,0
2218,19,ID,1
2219,52,CA,0
2220,54,CA,0
2221,22,NV,0
2222,18,NV,0
2223,57,NV,1
2224,29,CO,1
2225,53,UT,1
2226,62,UT,0
2227,40,CA,1
2228,64,CO,1
2229,48,NV,0
2230,28,CA,1
2231,27,CO,1
2232,20,ID,0
2233,31,MT,1
2234,33,CO,1
2235,27,WY,1
2236,46,CA,1
2237,27,NM,1
2238,29,UT,1
2239,47,WY,0
2240,58,NV,0
2241,18,MT,1
2242,22,NM,0
2243,37,ID,1
2244,25,NM,1
2245,60,MT,0
2246,29,NM,0
2247,18,MT,0
2248,37,CO,1
2249,45,CA,1
2250,60,NM,0
2251,54,NM,0
2252,64,CA,0
2253,54,MT,1
2254,29,NV,0
2255,54,CA,1
2256,66,MT,1
2257,66,CA,0
2258,61,NV,1
2259,45,ID,1
2260,64,WY,1
2261,32,MT,0
2262,23,UT,1
2263,61,UT,0
2264,37,MT,1
2265,67,CO,1
2266,31,ID,1
2267,19,CO,1
2268,26,WY,0
2269,54,UT,1
2270,37,NV,1
2271,43,MT,0
2272,46,WY,1
2273,18,NM,1
2274,52,NM,1
2275,23,CA,1
2276,54,UT,1
2277,22,ID,1
2278,50,UT,1
2279,66,ID,1
2280,68,ID,0
2281,31,MT,1
2282,29,ID,1
2283,59,CO,1
2284,37,NM,1
2285,67,WY,0
2286,41,NV,0
2287,60,UT,1
2288,51,NV,1
2289,42,WY,0
2290,67,CA,1
2291,46,WY,1
2292,56,UT,1
2293,48,NM,1
2294,64,NV,0
2295,60,NV,1
2296,67,MT,0
2297,40,MT,1
2298,61,WY,1
2299,55,WY,1
2300,37,CA,0
2301,40,ID,0
2302,62,UT,1
2303,69,MT,1
2304,33,UT,0
2305,67,CA,1
2306,59,MT,1
2307,25,MT,1
2308,67,ID,1
2309,38,UT,1
2310,18,NM,0
2311,25,UT,1
2312,46,UT,1
2313,49,ID,0
2314,55,MT,0
2315,22,CA,0
2316,64,UT,0
2317,39,NV,1
2318,64,NM,0
2319,51,NM,0
2320,18,ID,0
2321,43,CO,1
2322,60,CA,0
2323,27,NV,1
2324,47,UT,1
2325,67,CO,1
2326,35,CA,1
2327,34,ID,0
2328,43,CO,1
2329,25,MT,1
2330,64,WY,0
2331,57,CO,1
2332,66,WY,0
2333,29,NM,1
2334,44,NV,1
2335,25,CA,0
2336,42,NV,0
2337,63,NV,1
2338,21,UT,1
2339,50,ID,1
2340,18,CO,1
2341,36,CA,0
2342,48,NM,1
2343,33,MT,0
2344,31,ID,1
2345,65,ID,0
2346,22,CA,1
2347,58,ID,1
2348,43,UT,1
2349,45,ID,1
2350,19,NM,1
2351,67,NM,1
2352,23,UT,0
2353,26,CO,0
2354,50,CO,1
2355,58,NV,1
2356,42,NM,1
2357,65,UT,1
2358,30,MT,0
2359,26,CO,1
2360,30,ID,0
2361,48,CA,0
2362,58,CA,1
2363,28,WY,1
2364,21,NM,1
2365,51,UT,0
2366,55,MT,1
2367,63,NV,1
2368,21,ID,0
2369,55,UT,0
2370,36,WY,1
2371,23,CA,0
2372,51,UT,1
2373,35,ID,1
2374,30,MT,0
2375,58,NM,1
2376,40,MT,0
2377,36,CO,1
2378,62,ID,1
2379,28,WY,1
2380,18,CO,0
2381,41,CO,0
2382,24,CO,0
2383,42,UT,1
2384,38,WY,1
2385,32,CA,0
2386,18,MT,0
2387,29,NM,1
2388,24,UT,1
2389,32,CA,1
2390,38,MT,1
2391,36,NM,0
2392,46,WY,1
2393,42,NM,1
2394,50,WY,1
2395,66,ID,1
2396,49,NM,1
2397,66,MT,1
2398,52,MT,1
2399,61,WY,0
2400,55,MT,1
2401,43,NV,0
2402,28,ID,0
2403,52,UT,0
2404,25,NM,1
2405,63,UT,1
2406,31,CA,0
2407,27,UT,1
2408,19,CO,1
2409,63,MT,0
2410,26,UT,1
2411,20,CA,1
2412,38,CA,1
2413,43,CO,1
2414,25,CA,0
2415,65,WY,1
2416,19,NV,0
2417,23,WY,0
2418,45,MT,0
2419,46,MT,1
2420,43,MT,0
2421,42,ID,0
2422,29,UT,1
2423,22,NV,1
2424,51,UT,0
2425,65,NV,1
2426,54,UT,1
2427,32,CO,1
2428,61,NM,1
2429,53,WY,1
2430,32,CA,0
2431,60,CA,1
2432,65,WY,1
2433,40,CO,1
2434,23,NV,1
2435,63,WY,1
2436,67,ID,1
2437,61,NV,1
2438,60,CA,1
2439,62,ID,1
2440,38,UT,0
2441,40,ID,0
2442,60,NV,0
2443,33,CO,0
2444,64,UT,0
2445,32,NV,0
2446,42,UT,1
2447,53,ID,0
2448,28,CA,1
2449,68,NV,1
2450,32,NM,1
2451,21,CO,1
2452,38,NM,0
2453,30,NM,1
2454,39,WY,1
2455,36,ID,0
2456,51,NV,0
2457,31,CO,0
2458,21,NV,0
2459,65,ID,0
2460,69,NV,0
2461,63,UT,0
2462,44,ID,1
2463,46,NV,1
2464,64,WY,1
2465,45,CA,1
2466,52,NV,1
2467,25,UT,0
2468,33,CO,1
2469,59,WY,0
2470,53,CO,1
2471,47,NM,1
2472,35,WY,1
2473,19,CO,0
2474,66,CA,0
2475,30,UT,1
2476,21,NM,1
2477,43,ID,0
2478,42,CO,1
2479,47,WY,0
2480,28,UT,0
2481,24,NV,1
2482,48,CA,0
2483,61,UT,1
2484,27,UT,0
2485,56,ID,1
2486,30,UT,1
2487,48,ID,1
2488,24,CA,0
2489,66,CA,1
2490,59,NV,0
2491,59,ID,0
2492,53,ID,1
2493,37,CO,1
2494,21,CO,0
2495,24,NV,1
2496,18,CA,1
2497,61,MT,0
2498,62,CO,1
2499,59,UT,0
2500,64,CA,1
2501,30,MT,0
2502,39,NM,0
2503,38,UT,1
2504,39,WY,1
2505,45,ID,0
2506,26,CA,1
2507,43,WY,1
2508,26,NV,0
2509,32,ID,0
2510,27,ID,1
2511,41,UT,0
2512,59,WY,1
2513,25,ID,0
2514,41,CO,1
2515,33,CA,0
2516,66,CO,1
2517,43,UT,0
2518,44,MT,1
2519,54,NM,0
2520,21,UT,1
2521,67,CA,1
2522,41,ID,1
2523,36,WY,0
2524,53,WY,0
2525,56,NV,1
2526,27,UT,1
2527,42,CA,0
2528,35,NV,0
2529,36,ID,1
2530,53,MT,1
2531,27,UT,0
2532,50,MT,1
2533,67,CA,1
2534,22,MT,1
2535,64,MT,1
2536,66,CA,1
2537,52,CA,0
2538,61,UT,1
2539,51,MT,1
2540,50,NV,1
2541,38,NM,0
2542,34,CA,0
2543,39,ID,1
2544,65,MT,1
2545,54,CA,1
2546,32,NV,0
2547,52,WY,0
2548,45,UT,1
2549,24,MT,1
2550,49,WY,0
2551,28,CA,1
2552,27,CA,1
2553,26,ID,1
2554,31,ID,0
2555,30,MT,0
2556,42,WY,0
2557,19,NM,0
2558,52,WY,0
2559,24,CA,1
2560,38,NM,1
2561,35,MT,1
2562,20,CA,0
2563,59,ID,0
2564,56,NV,1
2565,58,CO,1
2566,66,NM,1
2567,28,CO,1
2568,56,CA,1
2569,41,WY,0
2570,63,ID,0
2571,36,UT,0
2572,21,UT,1
2573,43,CO,1
2574,55,NV,0
2575,59,CO,0
2576,49,CA,0
2577,56,NV,0
2578,62,UT,0
2579,63,WY,0
2580,53,ID,0
2581,57,NM,1
2582,54,ID,1
2583,50,CA,0
2584,53,CO,0
2585,20,CA,1
2586,26,NM,0
2587,25,ID,0
2588,50,NM,1
2589,23,UT,1
2590,58,ID,1
2591,56,NV,1
2592,21,WY,1
2593,30,NM,0
2594,66,WY,1
2595,19,MT,1
2596,22,ID,0
2597,61,ID,1
2598,44,WY,1
2599,49,MT,0
2600,38,NV,1
2601,25,CO,0
2602,55,NM,1
2603,25,NM,1
2604,67,ID,0
2605,20,WY,0
2606,61,CA,1
2607,20,ID,1
2608,39,CA,0
2609,23,NV,0
2610,19,ID,1
2611,40,NM,0
2612,61,WY,1
2613,19,NV,1
2614,55,NV,1
2615,34,CO,1
2616,52,ID,1
2617,51,CA,1
2618,40,CA,1
2619,47,ID,1
2620,69,MT,1
2621,25,CO,0
2622,39,CO,0
2623,61,CO,1
2624,53,CA,0
2625,22,NV,1
2626,30,WY,1
2627,46,MT,1
2628,48,NM,1
2629,64,CO,1
2630,33,CA,1
2631,59,CA,0
2632,47,NM,1
2633,33,NV,1
2634,29,NM,0
2635,34,ID,1
2636,33,ID,0
2637,29,WY,0
2638,25,NM,1
2639,37,WY,0
2640,20,CO,0
2641,33,WY,0
2642,47,CO,0
2643,62,MT,0
2644,40,WY,0
2645,45,NV,0
2646,68,CO,1
2647,57,NV,1
2648,22,CA,0
2649,37,CO,1
2650,57,CA,1
2651,61,UT,0
2652,18,NV,1
2653,47,UT,0
2654,38,CO,0
2655,37,CA,1
2656,23,CO,1
2657,39,UT,1
2658,35,NM,0
2659,25,NM,1
2660,56,CO,1
2661,49,MT,1
2662,50,ID,0
2663,33,UT,1
2664,29,CO,1
2665,55,CA,0
2666,69,CO,0
2667,51,NM,1
2668,31,CA,1
2669,53,ID,1
2670,50,CO,1
2671,40,WY,0
2672,67,NM,1
2673,62,WY,0
2674,19,ID,1
2675,58,UT,1
2676,38,CA,0
2677,19,WY,0
2678,44,MT,1
2679,26,UT,0
2680,18,CA,1
2681,28,NM,1
2682,20,NM,1
2683,69,NM,0
2684,40,ID,1
2685,43,WY,0
2686,21,NM,0
2687,35,NV,0
2688,23,NM,1
2689,52,CO,1
2690,39,ID,1
2691,60,CA,1
2692,32,CA,1
2693,39,CA,0
2694,54,CA,0
2695,69,CO,1
2696,59,UT,1
2697,29,MT,1
2698,64,NV,1
2699,66,CO,0
2700,59,CA,1
2701,55,CO,0
2702,35,ID,1
2703,62,MT,0
2704,52,CA,1
2705,47,NV,1
2706,41,CA,1
2707,59,MT,1
2708,47,NV,1
2709,31,MT,0
2710,23,NV,1
2711,20,UT,0
2712,33,WY,1
2713,24,UT,0
2714,69,CO,1
2715,31,CO,0
2716,26,NM,1
2717,32,NV,1
2718,38,NM,0
2719,52,NM,1
2720,19,CA,1
2721,44,WY,1
2722,19,ID,1
2723,52,ID,1
2724,35,CA,0
2725,31,CA,1
2726,37,UT,0
2727,35,ID,1
2728,27,NV,1
2729,42,MT,0
2730,19,NM,1
2731,42,CO,0
2732,50,NM,0
2733,53,NM,1
2734,48,MT,0
2735,31,UT,1
2736,18,ID,0
2737,63,NM,1
2738,33,WY,1
2739,63,CA,1
2740,69,WY,0
2741,20,WY,1
2742,52,ID,1
2743,58,NV,1
2744,23,UT,0
2745,42,NM,0
2746,30,NM,1
2747,51,NM,1
2748,25,CA,1
2749,38,MT,1
2750,51,NV,1
2751,21,MT,1
2752,42,CO,1
2753,32,UT,1
2754,21,NV,0
2755,62,NV,0
2756,29,NM,0
2757,49,MT,1
2758,49,CA,0
2759,45,CO,0
2760,30,NM,1
2761,48,NM,1
2762,31,NM,0
2763,37,MT,1
2764,35,NV,1
2765,46,UT,0
2766,23,NV,0
2767,49,ID,1
2768,46,UT,0
2769,60,NM,1
2770,19,UT,1
2771,40,NV,0
2772,36,CA,1
2773,48,NM,1
2774,68,UT,0
2775,22,ID,0
2776,36,MT,1
2777,51,CA,1
2778,27,CA,0
2779,42,CA,0
2780,19,UT,1
2781,28,CA,0
2782,67,NV,1
2783,48,CA,0
2784,32,ID,1
2785,26,NM,1
2786,40,NM,1
2787,36,CO,1
2788,26,ID,0
2789,52,UT,1
2790,38,CA,1
2791,26,CA,1
2792,45,NV,1
2793,63,MT,1
2794,68,CA,1
2795,24,WY,1
2796,33,ID,1
2797,33,UT,1
2798,50,NM,1
2799,21,CO,1
2800,21,CA,0
2801,56,CO,0
2802,57,CA,1
2803,34,UT,1
2804,54,MT,0
2805,56,ID,1
2806,69,NM,0
2807,46,UT,1
2808,69,CO,0
2809,53,CA,0
2810,55,CO,1
2811,56,ID,1
2812,67,WY,1
2813,54,NM,1
2814,69,UT,1
2815,52,CO,0
2816,24,CO,0
2817,44,ID,0
2818,45,WY,1
2819,39,CA,1
2820,31,WY,1
2821,24,CO,1
2822,54,ID,0
2823,39,CA,1
2824,22,WY,1
2825,19,NM,1
2826,44,WY,1
2827,38,NM,1
2828,55,WY,1
2829,32,MT,0
2830,38,CA,0
2831,27,WY,0
2832,40,MT,0
2833,56,UT,1
2834,22,ID,1
2835,18,WY,1
2836,30,NM,1
2837,38,CA,0
2838,43,NM,1
2839,67,MT,0
2840,62,MT,0
2841,38,UT,1
2842,35,NM,0
2843,54,NV,0
2844,62,ID,0
2845,49,NM,0
2846,53,NV,1
2847,34,CA,1
2848,52,ID,1
2849,66,NM,0
2850,28,UT,0
2851,38,CA,1
2852,69,ID,1
2853,43,NM,1
2854,21,NM,0
2855,51,ID,0
2856,69,NV,1
2857,65,CA,0
2858,35,UT,1
2859,57,UT,0
2860,52,CA,0
2861,58,CA,1
2862,46,MT,1
2863,69,CO,0
2864,46,NM,1
2865,55,NV,0
2866,59,CA,1
2867,38,CA,0
2868,59,CO,0
2869,30,CO,0
2870,66,ID,1
2871,58,WY,1
2872,34,UT,0
2873,26,NV,1
2874,58,ID,1
2875,18,CA,0
2876,19,NM,0
2877,65,CO,0
2878,46,MT,1
2879,50,UT,0
2880,27,ID,1
2881,67,MT,1
2882,57,UT,0
2883,38,WY,0
2884,45,WY,1
2885,28,MT,0
2886,51,CO,1
2887,25,ID,1
2888,39,ID,1
2889,25,WY,0
